user_id,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Open_Prod,Close_Prod,Total_Rel_Chng,Total_Rel_Chng_Ratio,Open_Prod_Q1,Open_Prod_Q2,Open_Prod_Q3,Open_Prod_Q4,Close_Prod_Q1,Close_Prod_Q2,Close_Prod_Q3,Close_Prod_Q4,Contacts_Count_12_mon,Total_Trans_Ct_12_mon,Total_Buy_Amt,Total_Dep_Amt
715341858,Existing Customer,54,M,2,Graduate,Married,$80K - $120K,Blue,46,6,7,4,9,1.5,2,"",1,4,2,2,"","",11,100,128123,123059
715457658,Existing Customer,29,F,1,Graduate,Married,Unknown,Blue,19,3,7,7,3,1.0,4,2,"",1,3,"",2,2,14,74,97706,92306
715644633,Existing Customer,42,F,3,Graduate,Single,$40K - $60K,Blue,34,1,6,4,3,3.0,2,1,2,1,"",1,2,1,10,120,199997,127922
716060358,Existing Customer,53,F,2,Graduate,Married,$40K - $60K,Blue,45,2,5,5,2,1.0,4,1,"","",3,"",2,"",10,104,118755,132279
716285358,Existing Customer,32,F,1,College,Divorced,Less than $40K,Blue,36,3,5,4,4,1.33,1,1,2,1,"",1,2,1,9,80,106903,107958
716726058,Existing Customer,48,F,3,College,Single,Less than $40K,Blue,30,4,5,8,1,0.25,"",3,1,1,1,4,"",3,13,92,112472,100968
716901858,Existing Customer,49,M,4,Doctorate,Married,$40K - $60K,Blue,39,5,6,4,7,1.4,2,2,2,"",2,"","",2,10,90,100011,117029
717004533,Existing Customer,35,F,3,High School,Married,Less than $40K,Blue,36,2,1,1,2,1.0,"","","",1,"","",1,"",2,96,104688,148893
717295683,Existing Customer,50,M,0,Doctorate,Single,$80K - $120K,Blue,38,5,5,10,0,0.0,3,1,1,"",4,1,4,1,15,87,108928,135363
717920583,Existing Customer,60,F,1,Uneducated,Divorced,Less than $40K,Blue,49,5,5,3,7,1.4,1,3,1,"",1,2,"","",8,101,140657,128530
718307433,Existing Customer,50,F,0,Graduate,Single,Less than $40K,Blue,36,5,2,5,2,0.4,"",2,"","",1,3,1,"",7,94,132694,107297
718545033,Existing Customer,27,F,0,Graduate,Married,Less than $40K,Blue,17,4,5,4,5,1.25,1,2,"",2,1,1,1,1,9,69,79886,74963
718612758,Existing Customer,36,M,2,High School,Married,$120K +,Blue,36,3,4,4,3,1.0,1,1,1,1,2,1,"",1,8,90,140422,109303
719439108,Existing Customer,42,M,1,Graduate,Married,$40K - $60K,Silver,34,3,9,6,6,2.0,2,1,3,3,1,1,2,2,15,109,172082,98394
719612583,Attrited Customer,52,F,4,Uneducated,Divorced,Unknown,Blue,42,4,2,4,2,0.5,"","",1,1,"",2,1,1,6,107,162145,121852
720595083,Existing Customer,40,F,3,Unknown,Married,Less than $40K,Blue,30,4,5,8,1,0.25,3,"",1,1,3,2,2,1,13,82,112538,110367
721448283,Attrited Customer,39,F,1,Graduate,Single,Less than $40K,Blue,26,3,7,7,3,1.0,3,"",1,3,1,1,4,1,14,98,143213,109641
769927533,Existing Customer,50,F,1,High School,Married,Less than $40K,Blue,44,4,4,6,2,0.5,"",1,2,1,3,1,"",2,10,102,144779,119622
771183933,Existing Customer,39,M,1,Uneducated,Married,$80K - $120K,Blue,26,6,4,4,6,1.0,1,2,1,"",2,"",2,"",8,93,118618,125487
771682533,Existing Customer,43,F,3,Unknown,Married,Less than $40K,Blue,31,4,4,5,3,0.75,2,2,"","","",2,3,"",9,103,162146,114027
779645658,Existing Customer,49,M,3,Graduate,Single,$60K - $80K,Blue,32,3,2,10,-5,-1.67,1,1,"","",2,3,2,3,12,89,111373,133683
789417708,Existing Customer,44,F,2,Uneducated,Married,$40K - $60K,Blue,35,3,6,2,7,2.33,1,"",3,2,"","","",2,8,90,113105,137130
793473033,Existing Customer,51,M,1,Graduate,Single,$60K - $80K,Blue,45,3,4,1,6,2.0,2,"",2,"","","","",1,5,113,141530,156167
804708633,Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,39,3,3,8,-2,-0.67,1,1,1,"","",5,"",3,11,83,107179,108216
808743558,Existing Customer,42,F,3,High School,Married,Unknown,Blue,37,3,5,5,3,1.0,1,"",2,2,2,"",2,1,10,83,107999,101073
813234108,Existing Customer,45,F,3,Uneducated,Married,Less than $40K,Blue,40,4,3,5,2,0.5,2,1,"","",1,1,2,1,8,111,159168,118778
815072283,Existing Customer,50,F,3,Graduate,Married,Less than $40K,Blue,45,1,6,4,3,3.0,2,2,1,1,"",2,2,"",10,101,120722,123240
826480308,Existing Customer,53,M,3,Graduate,Unknown,$80K - $120K,Blue,49,5,8,7,6,1.2,2,3,1,2,2,1,3,1,15,88,98329,96061
708252108,Existing Customer,64,M,0,College,Single,$40K - $60K,Blue,53,6,7,2,11,1.83,2,3,"",2,"",1,"",1,9,91,134041,101600
708665133,Existing Customer,40,M,2,Graduate,Married,$80K - $120K,Blue,28,6,3,5,4,0.67,"",1,1,1,"",1,2,2,8,95,108565,127194
708885558,Attrited Customer,56,F,1,High School,Single,Less than $40K,Blue,48,1,4,8,-3,-3.0,"",1,2,1,1,3,"",4,12,91,125199,109397
709054083,Existing Customer,50,F,1,Graduate,Unknown,Less than $40K,Blue,32,6,5,9,2,0.33,2,"",1,2,2,3,2,2,14,85,112750,103771
709175208,Existing Customer,50,F,4,Uneducated,Single,Less than $40K,Blue,43,4,5,6,3,0.75,1,2,1,1,1,1,2,2,11,94,120245,133392
709682658,Existing Customer,37,F,4,High School,Single,$40K - $60K,Blue,36,5,5,6,4,0.8,3,"","",2,1,"",1,4,11,82,104765,76494
709887483,Existing Customer,56,M,2,Uneducated,Divorced,$40K - $60K,Blue,45,3,2,6,-1,-0.33,1,"",1,"","",2,"",4,8,79,76872,116635
710661333,Attrited Customer,55,F,2,Unknown,Single,Unknown,Blue,36,4,3,9,-2,-0.5,2,"","",1,2,2,2,3,12,98,126153,113947
711232608,Attrited Customer,47,F,5,High School,Single,Less than $40K,Blue,36,2,3,5,0,0.0,1,"","",2,2,1,2,"",8,107,143637,129587
711447783,Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,38,4,6,3,7,1.75,"","",2,4,2,"","",1,9,100,103422,159588
711460458,Attrited Customer,44,M,1,Uneducated,Married,$40K - $60K,Blue,34,5,4,9,0,0.0,1,"",2,1,1,1,4,3,13,104,159508,113694
711668283,Existing Customer,48,M,4,Uneducated,Married,$80K - $120K,Blue,37,5,3,7,1,0.2,"",2,1,"",4,2,"",1,10,99,158256,114611
711722808,Attrited Customer,51,F,4,Graduate,Single,Less than $40K,Blue,44,5,4,7,2,0.4,1,1,2,"",1,1,3,2,11,97,111611,128262
711786108,Existing Customer,52,M,1,Graduate,Married,$60K - $80K,Blue,43,3,4,4,3,1.0,"",1,"",3,"",2,2,"",8,93,101305,120927
712004208,Existing Customer,65,M,0,Graduate,Single,Less than $40K,Blue,56,3,6,8,1,0.33,1,1,1,3,3,"",4,1,14,94,124192,111427
713905608,Existing Customer,56,F,3,Unknown,Single,Less than $40K,Blue,50,5,7,8,4,0.8,2,3,1,1,4,2,1,1,15,84,107625,104784
714211533,Existing Customer,31,M,0,Graduate,Divorced,Less than $40K,Blue,36,4,4,7,1,0.25,1,1,"",2,2,4,1,"",11,83,113022,106221
714342033,Attrited Customer,52,M,1,High School,Married,$120K +,Blue,34,2,5,7,0,0.0,1,2,1,1,3,1,3,"",12,84,137432,85326
714389058,Existing Customer,38,F,3,Unknown,Married,$40K - $60K,Blue,36,3,7,5,5,1.67,1,2,1,3,2,"",2,1,12,109,142189,147781
714474483,Existing Customer,35,F,1,Graduate,Married,$40K - $60K,Blue,29,4,6,8,2,0.5,1,1,2,2,1,1,3,3,14,75,90151,111753
714571008,Existing Customer,49,F,3,Unknown,Married,Less than $40K,Blue,36,3,5,6,2,0.67,"","",3,2,"","",3,3,11,102,132131,105767
714787383,Existing Customer,32,F,0,College,Married,Unknown,Blue,36,5,4,3,6,1.2,2,1,"",1,1,"",1,1,7,94,92424,135109
715500558,Existing Customer,45,F,3,Graduate,Married,Unknown,Blue,36,3,6,4,5,1.67,"",3,3,"",1,"",1,2,10,103,95214,156581
715645908,Attrited Customer,59,M,0,High School,Single,$80K - $120K,Gold,48,5,3,6,2,0.4,1,"",1,1,2,2,1,1,9,86,71595,124002
716106108,Existing Customer,49,M,4,Post-Graduate,Married,$120K +,Silver,41,2,7,4,5,2.5,"",3,3,1,1,1,2,"",11,94,143455,108008
716303583,Existing Customer,55,F,2,Graduate,Unknown,Less than $40K,Blue,36,5,4,7,2,0.4,2,"",1,1,2,2,1,2,11,92,102883,134383
716675358,Existing Customer,54,F,1,College,Single,Less than $40K,Blue,41,5,9,6,8,1.6,2,3,2,2,1,"",2,3,15,90,109818,118457
717251508,Existing Customer,37,M,1,Uneducated,Married,$120K +,Blue,17,1,8,6,3,3.0,"",1,4,3,2,1,1,2,14,70,86362,96247
718002633,Existing Customer,48,F,2,Graduate,Married,$40K - $60K,Silver,41,6,2,6,2,0.33,"","",1,1,1,3,1,1,8,78,81506,100589
718435158,Existing Customer,50,M,3,High School,Married,$120K +,Blue,40,5,10,8,7,1.4,3,4,2,1,1,3,1,3,18,91,114035,122172
719076858,Existing Customer,34,M,4,College,Single,$60K - $80K,Blue,20,5,5,3,7,1.4,3,"","",2,1,1,1,"",8,86,122044,99075
720034983,Existing Customer,26,M,0,Unknown,Unknown,Less than $40K,Silver,13,2,5,8,-1,-0.5,"",2,1,2,2,3,2,1,13,94,102171,96908
720132258,Existing Customer,49,M,3,Post-Graduate,Single,$120K +,Silver,36,6,3,8,1,0.17,1,2,"","",1,2,4,1,11,96,112072,116590
720411183,Existing Customer,34,F,1,High School,Single,Unknown,Blue,22,6,6,7,5,0.83,1,2,2,1,"",1,3,3,13,92,110883,111581
720551733,Attrited Customer,46,F,4,Doctorate,Married,Unknown,Blue,26,3,5,7,1,0.33,"",4,1,"",2,"",2,3,12,102,141894,116472
721268133,Existing Customer,44,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,5,6,2,9,1.8,3,1,1,1,1,1,"","",8,97,134068,111582
747208083,Existing Customer,49,M,4,Graduate,Single,$40K - $60K,Blue,42,3,7,5,5,1.67,"",3,1,3,"",2,2,1,12,100,134107,107997
756598833,Existing Customer,38,M,1,Uneducated,Married,Less than $40K,Blue,31,6,6,5,7,1.17,3,2,"",1,1,2,"",2,11,80,80182,88709
758521983,Existing Customer,33,M,1,Unknown,Married,$80K - $120K,Blue,26,3,6,7,2,0.67,2,3,"",1,1,3,2,1,13,83,82592,131849
767388783,Existing Customer,43,M,3,High School,Married,$60K - $80K,Blue,36,3,2,6,-1,-0.33,1,"",1,"",4,"",1,1,8,80,114600,99079
770762133,Existing Customer,52,F,3,High School,Married,Unknown,Blue,38,2,2,"","","","",1,1,"","","","","",2,110,125901,154540
771062733,Existing Customer,44,F,2,Graduate,Single,Less than $40K,Blue,31,1,5,10,-4,-4.0,"",2,1,2,1,1,4,4,15,91,105874,135866
771594783,Attrited Customer,56,F,1,College,Married,Unknown,Blue,44,2,6,4,4,2.0,"",4,1,1,"",1,1,2,10,96,126315,127113
778327908,Existing Customer,50,M,2,Uneducated,Single,Less than $40K,Blue,40,4,8,7,5,1.25,4,3,"",1,2,1,3,1,15,112,169101,149042
778882758,Existing Customer,55,F,2,Unknown,Married,Unknown,Blue,36,5,2,6,1,0.2,"",2,"","",1,3,1,1,8,92,111528,117626
779016408,Existing Customer,37,F,3,Uneducated,Married,Less than $40K,Blue,27,6,6,11,1,0.17,"",1,1,4,4,1,4,2,17,96,149969,105239
779293308,Existing Customer,51,M,4,Graduate,Married,$60K - $80K,Silver,33,1,7,7,1,1.0,2,2,2,1,1,3,2,1,14,107,123621,135067
779351208,Existing Customer,49,M,2,Unknown,Single,$60K - $80K,Blue,34,4,5,5,4,1.0,2,2,"",1,2,1,1,1,10,119,167114,160433
779524833,Existing Customer,51,M,1,Unknown,Single,$80K - $120K,Blue,34,4,7,4,7,1.75,1,4,"",2,1,1,1,1,11,102,122857,137606
779883933,Existing Customer,40,F,4,Graduate,Married,Less than $40K,Blue,24,3,3,4,2,0.67,"",2,"",1,3,"",1,"",7,97,149697,91466
788675658,Existing Customer,39,F,2,Unknown,Single,Less than $40K,Blue,29,6,6,13,-1,-0.17,2,1,3,"",2,2,3,6,19,98,96882,146245
789859833,Existing Customer,41,M,4,Doctorate,Unknown,Less than $40K,Blue,31,6,7,3,10,1.67,"",3,3,1,1,"",1,1,10,96,113698,116608
789952158,Existing Customer,34,F,1,Doctorate,Married,Unknown,Blue,25,4,4,7,1,0.25,1,1,1,1,4,1,"",2,11,100,116266,146934
801726933,Existing Customer,34,M,2,Graduate,Married,$120K +,Blue,28,4,7,5,6,1.5,1,2,2,2,3,1,1,"",12,79,117713,87133
810545733,Existing Customer,47,F,2,College,Married,Unknown,Blue,42,3,9,5,7,2.33,2,2,1,4,"",1,3,1,14,106,148253,156297
810875958,Attrited Customer,51,F,3,Graduate,Married,Less than $40K,Blue,46,1,3,7,-3,-3.0,"",2,"",1,1,4,1,1,10,102,118745,143558
823948308,Existing Customer,48,M,4,Post-Graduate,Unknown,$40K - $60K,Blue,44,6,5,3,8,1.33,1,3,1,"","",2,1,"",8,91,121223,122361
708937608,Existing Customer,37,F,4,High School,Single,Less than $40K,Blue,18,4,4,1,7,1.75,"",1,1,2,"","",1,"",5,92,119370,127928
709103358,Existing Customer,39,F,2,College,Single,Less than $40K,Blue,36,6,3,6,3,0.5,2,"","",1,2,1,2,1,9,92,112534,113799
709554483,Existing Customer,53,F,1,Graduate,Married,Less than $40K,Blue,36,5,3,"","","",1,"",2,"","","","","",3,90,92925,100852
709749483,Existing Customer,40,F,2,Graduate,Unknown,Less than $40K,Blue,29,5,2,8,-1,-0.2,"",1,"",1,2,"",2,4,10,95,85220,131237
709945458,Existing Customer,52,M,3,Uneducated,Single,$60K - $80K,Blue,40,3,4,6,1,0.33,1,"",2,1,1,1,3,1,10,100,134055,121951
710376708,Existing Customer,50,F,5,Uneducated,Single,Less than $40K,Blue,33,4,6,9,1,0.25,1,2,3,"",1,2,4,2,15,94,102023,127646
710914158,Existing Customer,45,F,4,College,Married,Less than $40K,Blue,36,5,7,3,9,1.8,3,2,2,"","",1,1,1,10,86,125020,111193
711314058,Existing Customer,49,M,2,Graduate,Married,$60K - $80K,Blue,32,2,3,6,-1,-0.5,"",1,1,1,1,"",3,2,9,87,111608,124015
711593808,Attrited Customer,55,M,1,High School,Married,$60K - $80K,Blue,46,2,4,8,-2,-1.0,"","",2,2,2,"",1,5,12,95,124600,129220
712071708,Existing Customer,63,F,0,Graduate,Married,Less than $40K,Blue,36,6,5,6,5,0.83,1,2,1,1,1,3,2,"",11,85,101954,91434
712660308,Attrited Customer,44,F,1,High School,Single,Less than $40K,Blue,36,2,5,6,1,0.5,2,2,"",1,2,1,"",3,11,88,79616,131582
713355708,Existing Customer,41,F,3,High School,Married,Unknown,Blue,31,4,8,5,7,1.75,1,1,4,2,"",2,1,2,13,92,120774,96584
713763633,Existing Customer,54,F,2,Graduate,Married,Unknown,Blue,46,5,6,4,7,1.4,"",3,1,2,1,"",1,2,10,107,129440,145985
714243408,Existing Customer,46,F,2,Graduate,Single,Unknown,Blue,36,4,2,3,3,0.75,1,"","",1,1,1,"",1,5,85,115688,86888
714536208,Existing Customer,50,F,3,Uneducated,Married,Less than $40K,Blue,36,1,7,9,-1,-1.0,"",1,3,3,2,4,2,1,16,91,103715,121966
714851058,Existing Customer,31,M,0,Graduate,Married,$40K - $60K,Blue,21,3,7,4,6,2.0,1,2,2,2,2,"","",2,11,116,136825,152895
715072533,Existing Customer,41,F,3,Unknown,Unknown,$40K - $60K,Blue,36,2,6,8,0,0.0,"",3,2,1,3,4,"",1,14,109,148356,133600
715518783,Existing Customer,48,F,3,Graduate,Single,Less than $40K,Blue,36,2,2,4,0,0.0,1,"","",1,"",1,"",3,6,100,137457,90908
715749858,Existing Customer,30,M,1,Unknown,Married,$40K - $60K,Blue,18,5,3,7,1,0.2,"",2,"",1,2,2,2,1,10,115,138081,171505
716604633,Existing Customer,55,F,2,Post-Graduate,Married,$40K - $60K,Blue,46,6,7,7,6,1.0,2,2,"",3,1,3,2,1,14,85,114849,117448
716748483,Existing Customer,59,F,1,Uneducated,Married,$40K - $60K,Blue,36,2,5,8,-1,-0.5,2,2,1,"",1,2,2,3,13,92,102982,113943
717524433,Existing Customer,52,F,2,College,Married,$40K - $60K,Blue,40,5,4,5,4,0.8,1,1,1,1,1,1,"",3,9,131,189070,153249
717979008,Existing Customer,48,F,3,Unknown,Single,Less than $40K,Blue,37,2,5,3,4,2.0,1,"",2,2,"",1,1,1,8,100,133151,142300
718594608,Existing Customer,43,F,2,Post-Graduate,Married,Unknown,Blue,36,3,3,7,-1,-0.33,2,"","",1,2,"",3,2,10,96,116427,121311
718838808,Existing Customer,36,F,1,Post-Graduate,Married,Less than $40K,Blue,23,6,6,3,9,1.5,1,1,2,2,"",2,1,"",9,119,167795,153399
719165508,Existing Customer,48,F,3,Graduate,Married,$40K - $60K,Silver,40,5,4,3,6,1.2,3,"",1,"",1,2,"","",7,104,123011,130455
719320833,Existing Customer,39,M,2,Post-Graduate,Married,$60K - $80K,Blue,36,6,8,7,7,1.17,3,1,4,"",2,1,2,2,15,104,146863,122992
719538183,Existing Customer,47,M,1,High School,Married,$60K - $80K,Blue,36,4,3,4,3,0.75,"","",2,1,1,"",2,1,7,99,133922,123567
719930658,Existing Customer,40,M,4,Uneducated,Married,$120K +,Blue,24,4,1,4,1,0.25,"","","",1,"",1,1,2,5,100,141579,106141
719999508,Existing Customer,37,M,3,Unknown,Married,$60K - $80K,Blue,24,3,3,4,2,0.67,1,1,"",1,2,1,1,"",7,84,91396,105144
720067083,Existing Customer,30,F,0,High School,Single,Less than $40K,Blue,36,5,4,6,3,0.6,1,"",1,2,"",1,4,1,10,90,101465,134948
720076458,Existing Customer,57,M,2,Uneducated,Married,$80K - $120K,Blue,52,6,5,2,9,1.5,"",3,1,1,1,"",1,"",7,88,107770,111387
720190908,Existing Customer,59,M,1,High School,Single,$60K - $80K,Blue,51,6,2,1,7,1.17,"",1,"",1,1,"","","",3,97,112328,137327
720605808,Attrited Customer,53,F,1,Graduate,Single,Less than $40K,Blue,36,2,8,3,7,3.5,2,1,3,2,"","",1,2,11,93,114252,126974
720895533,Existing Customer,32,F,4,Unknown,Married,Less than $40K,Blue,22,6,4,1,9,1.5,"",1,2,1,1,"","","",5,95,98986,141779
720920058,Existing Customer,38,M,2,Graduate,Married,$60K - $80K,Blue,25,3,2,3,2,0.67,1,"",1,"","",2,1,"",5,90,129435,89642
757881258,Existing Customer,31,M,0,Graduate,Divorced,$60K - $80K,Blue,24,6,2,4,4,0.67,"",1,1,"",3,"",1,"",6,83,117258,105796
766273533,Existing Customer,53,M,2,Uneducated,Unknown,$80K - $120K,Blue,46,3,2,6,-1,-0.33,"","",1,1,2,2,2,"",8,104,158625,112191
767348733,Existing Customer,56,M,2,Unknown,Married,$60K - $80K,Blue,49,3,1,5,-1,-0.33,"",1,"","",1,4,"","",6,97,111888,129547
768243858,Attrited Customer,54,M,3,High School,Married,$80K - $120K,Blue,48,3,5,8,0,0.0,1,2,"",2,1,1,3,3,13,82,106675,79338
778357458,Existing Customer,44,F,5,Unknown,Single,Less than $40K,Blue,24,4,5,2,7,1.75,"",3,"",2,"","","",2,7,101,126702,129096
778550583,Existing Customer,43,F,1,High School,Unknown,$40K - $60K,Blue,35,6,4,1,9,1.5,"","",3,1,"",1,"","",5,95,107141,124825
779296908,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,28,5,3,3,5,1.0,1,"",2,"","",2,"",1,6,101,119214,144343
779449308,Existing Customer,46,F,4,High School,Single,Less than $40K,Blue,28,6,7,1,12,2.0,1,2,1,3,"","","",1,8,80,88063,98265
779877858,Existing Customer,53,F,2,College,Unknown,Less than $40K,Blue,37,2,2,5,-1,-0.5,"",1,1,"",1,2,1,1,7,83,104822,81817
779974758,Existing Customer,51,M,2,College,Single,$120K +,Blue,40,6,9,9,6,1.0,3,3,1,2,2,3,1,3,18,105,131519,157246
785351133,Existing Customer,61,F,1,Graduate,Unknown,$40K - $60K,Blue,55,4,5,5,4,1.0,1,2,"",2,"",2,"",3,10,94,118963,109281
787921383,Attrited Customer,53,M,0,High School,Single,$120K +,Silver,44,2,3,3,2,1.0,1,"",1,1,1,"",2,"",6,89,138943,101504
789262683,Existing Customer,60,M,1,Unknown,Divorced,$40K - $60K,Blue,49,4,7,3,8,2.0,2,2,2,1,"",1,1,1,10,107,124592,146465
794524833,Existing Customer,36,F,3,Graduate,Single,$40K - $60K,Blue,18,4,4,4,4,1.0,"",1,1,2,"",3,"",1,8,88,88443,131129
813952233,Existing Customer,44,M,3,Graduate,Unknown,Less than $40K,Blue,39,5,5,2,8,1.6,2,"",1,2,"",1,1,"",7,88,104975,99895
816084333,Existing Customer,42,M,2,Unknown,Single,$120K +,Gold,37,5,5,4,6,1.2,2,1,1,1,"",1,"",3,9,105,124288,139423
708323208,Attrited Customer,49,F,3,Uneducated,Married,Less than $40K,Blue,36,4,4,4,4,1.0,4,"","","",1,1,1,1,8,82,113281,108308
709051533,Existing Customer,46,F,1,Graduate,Married,$40K - $60K,Blue,26,6,5,3,8,1.33,"",1,2,2,"",1,2,"",8,85,113465,110187
709204158,Existing Customer,36,F,2,Post-Graduate,Single,Less than $40K,Blue,24,5,2,2,5,1.0,2,"","","",1,1,"","",4,81,103583,104417
709547658,Attrited Customer,39,M,2,Uneducated,Single,$60K - $80K,Blue,36,5,3,14,-6,-1.2,1,1,"",1,2,1,3,8,17,98,142532,127849
710043408,Existing Customer,49,M,3,Graduate,Married,$80K - $120K,Blue,37,4,7,5,6,1.5,1,2,3,1,1,2,1,1,12,102,129560,129930
710106933,Existing Customer,32,M,2,Uneducated,Single,$80K - $120K,Silver,20,2,4,3,3,1.5,2,1,"",1,"","",2,1,7,94,121894,121141
710375283,Existing Customer,26,F,0,Uneducated,Single,$40K - $60K,Blue,18,4,8,10,2,0.5,4,"",1,3,3,2,3,2,18,77,95163,90965
710541858,Existing Customer,45,M,3,High School,Married,Less than $40K,Blue,33,6,2,4,4,0.67,"",1,"",1,1,1,1,1,6,90,118370,90705
710783358,Existing Customer,46,M,3,High School,Unknown,$80K - $120K,Blue,35,5,1,3,3,0.6,"","",1,"",1,"",2,"",4,89,110911,119358
710831133,Existing Customer,42,M,3,Unknown,Married,$80K - $120K,Blue,36,5,4,3,6,1.2,"",2,"",2,"","",2,1,7,79,93248,103148
710863308,Existing Customer,48,M,4,Post-Graduate,Married,$40K - $60K,Blue,29,6,1,6,1,0.17,"","",1,"",3,"",1,2,7,88,112877,108562
711027183,Existing Customer,50,M,4,College,Single,$40K - $60K,Blue,45,4,3,5,2,0.5,"",1,1,1,1,1,1,2,8,78,139424,90165
711700158,Existing Customer,47,F,2,High School,Single,Less than $40K,Blue,39,5,4,5,4,0.8,1,2,"",1,"",1,1,3,9,99,153611,121249
711851583,Existing Customer,50,M,2,Graduate,Married,$120K +,Blue,42,6,7,5,8,1.33,2,2,1,2,"","",3,2,12,100,149941,108779
712271958,Existing Customer,37,M,3,Uneducated,Unknown,$80K - $120K,Blue,36,4,4,5,3,0.75,1,"",3,"",2,1,"",2,9,98,126381,126320
712864683,Attrited Customer,42,F,3,Doctorate,Single,Less than $40K,Blue,30,2,3,4,1,0.5,1,2,"","",2,"",1,1,7,87,106066,109121
713009208,Existing Customer,54,F,3,Graduate,Single,Less than $40K,Blue,44,3,12,8,7,2.33,2,4,4,2,2,1,1,4,20,91,133820,94782
713131158,Attrited Customer,58,M,2,Uneducated,Single,$80K - $120K,Blue,46,1,7,6,2,2.0,3,"",1,3,3,1,"",2,13,101,123702,138385
713789883,Existing Customer,50,F,4,High School,Married,$40K - $60K,Blue,36,6,9,5,10,1.67,3,2,2,2,"",2,2,1,14,93,132832,94899
713876958,Existing Customer,32,F,0,Unknown,Single,Unknown,Blue,26,6,10,3,13,2.17,2,3,4,1,1,"",1,1,13,94,110848,121801
713945883,Attrited Customer,62,F,2,Graduate,Married,Less than $40K,Blue,52,4,7,3,8,2.0,2,3,1,1,1,1,1,"",10,74,97876,72801
713949858,Attrited Customer,39,F,2,Doctorate,Married,Less than $40K,Blue,36,4,8,6,6,1.5,"",3,2,3,3,1,1,1,14,112,165771,117595
714081558,Existing Customer,33,F,0,Graduate,Married,Unknown,Blue,36,4,2,4,2,0.5,"",1,"",1,2,1,"",1,6,106,112121,144674
714639783,Attrited Customer,42,M,3,College,Married,$60K - $80K,Blue,34,3,7,7,3,1.0,2,2,1,2,2,"",2,3,14,103,148591,132252
714657108,Existing Customer,37,F,2,Uneducated,Married,Less than $40K,Blue,28,5,5,10,0,0.0,1,3,"",1,2,4,2,2,15,84,100347,91971
714965958,Existing Customer,47,F,4,Post-Graduate,Unknown,$40K - $60K,Blue,36,6,5,4,7,1.17,1,1,1,2,"",3,1,"",9,107,148396,118315
715294083,Attrited Customer,46,M,2,College,Single,$80K - $120K,Blue,38,2,6,5,3,1.5,2,1,1,2,"",2,1,2,11,77,89813,82589
715848408,Existing Customer,61,M,1,Graduate,Unknown,$80K - $120K,Blue,52,6,2,11,-3,-0.5,"",1,1,"",4,3,3,1,13,99,152942,108104
717038733,Existing Customer,56,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,8,3,10,2.0,1,1,2,4,"","",2,1,11,98,128236,109422
717636933,Existing Customer,48,F,5,College,Divorced,$40K - $60K,Blue,40,3,3,10,-4,-1.33,"",1,2,"",5,3,1,1,13,101,135490,125567
718243533,Existing Customer,48,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,36,3,7,5,5,1.67,1,1,3,2,1,"",2,2,12,99,121822,111519
718328283,Existing Customer,40,F,4,High School,Single,Less than $40K,Blue,36,2,6,6,2,1.0,"",1,3,2,1,3,2,"",12,88,105505,117620
719264058,Existing Customer,51,F,0,Graduate,Married,Unknown,Blue,36,5,8,4,9,1.8,2,2,"",4,2,1,"",1,12,100,124575,137354
719412258,Existing Customer,39,F,3,Graduate,Single,Less than $40K,Blue,30,5,3,8,0,0.0,"",1,1,1,1,5,1,1,11,85,129191,74697
720283758,Attrited Customer,44,F,2,Uneducated,Married,Unknown,Blue,36,1,2,2,1,1.0,1,"",1,"","","",2,"",4,96,136533,106617
720616908,Existing Customer,54,M,1,Uneducated,Single,$120K +,Blue,36,5,6,5,6,1.2,1,1,2,2,"",1,1,3,11,85,129624,81652
721233033,Attrited Customer,50,M,2,High School,Single,$80K - $120K,Blue,38,1,8,3,6,6.0,1,6,"",1,1,"",1,1,11,109,118155,142559
721279083,Existing Customer,53,M,4,Graduate,Single,$80K - $120K,Blue,33,5,10,6,9,1.8,5,2,2,1,1,2,2,1,16,95,121153,111328
721523658,Existing Customer,46,M,5,High School,Unknown,$120K +,Blue,26,4,5,3,6,1.5,1,1,2,1,2,1,"","",8,75,102482,94001
769575783,Attrited Customer,49,F,3,College,Married,Less than $40K,Blue,41,3,3,7,-1,-0.33,1,"",2,"",1,3,2,1,10,82,119700,104948
769667583,Attrited Customer,34,M,3,Post-Graduate,Single,$40K - $60K,Blue,28,2,4,3,3,1.5,"",1,3,"","",1,1,1,7,79,115381,112866
771237933,Existing Customer,47,M,1,Uneducated,Unknown,$80K - $120K,Blue,34,4,5,7,2,0.5,"",1,3,1,1,1,4,1,12,82,98610,112777
771928608,Existing Customer,34,M,1,Uneducated,Single,$60K - $80K,Blue,23,6,2,5,3,0.5,"","",1,1,3,"","",2,7,115,173475,129374
